Date;Collectivité;Instance;Numero delib;Titre délib;Rapporteur;ID élu;Elu;FONCTION;Theme déport;DELIB_URL;Observations
2024-06-24;Ville de Rennes;Conseil Municipal;2024_163;Sports et jeunesse - Action socio-éducative - Provision Fonds d'Aide à la Vie Associative (FAVA) - Deuxième attribution de subventions 2024;MME ANDRO;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2024-06-24;Ville de Rennes;Conseil Municipal;2024_168;Action économique - Actions pour l'emploi - Provision pour emploi associatif local - Conventions bipartites - Première attribution de subvention 2024;MME ANDRO;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2024-06-24;Ville de Rennes;Conseil Municipal;2024_175;"Interventions sociales et santé - Actions de prévention sanitaire -
Provision Santé - Première attribution de subventions au titre de l'année 2024";M NADESAN;17126-3728;CHAPELLON Didier;7è adjoint délégué à la Biodiversité;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_186;"Interventions sociales et santé -Tranquillité publique, prévention de la délinquance -
Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) - Provision pour
Actions de Prévention de la Délinquance - Première attribution de subventions 2024";MME BECHET;17231-3728;JEANVRAIN Mathieu;Conseiller municipal délégué au Logement;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_180;Logement - Aides au secteur locatif - Agence Immobilière à Vocation Sociale (AIVS) - Subvention de fonctionnement - Modification de la délibération attributive de subventions;M THEURIER;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_186;"Interventions sociales et santé -Tranquillité publique, prévention de la délinquance -
Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) - Provision pour
Actions de Prévention de la Délinquance - Première attribution de subventions 2024";MME BECHET;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_184;"Aménagement et services urbains, environnement - Politique de la ville - Contrat de ville - Programmation 2024 - Provision pour diverses actions -Première attribution de subventions 2024 et approbation des conventions
pluriannuelles d'objectifs";M THEURIER;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-06-24;Ville de Rennes;Conseil Municipal;2024_184;"Aménagement et services urbains, environnement - Politique de la ville - Contrat de ville - Programmation 2024 - Provision pour diverses actions -Première attribution de subventions 2024 et approbation des conventions
pluriannuelles d'objectifs";M THEURIER;17087-3728;DU PLESSIS D'ARGENTRE Laureline;Conseillère municipale;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-056;Enseignement, formation - Activités éducatives périscolaires - Provision associations ateliers périscolaires - Acompte pour l'année scolaire 2024/2025 - Première attribution de subventions 2025;MME ROUGIER;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-060;Sports et jeunesse - Action socio-éducative - Autres actions en faveur des jeunes - Provision engagement citoyen - Première attribution de subvention 2025;MME BOUCHONNET;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-050;Finances - Attributions subventions fonctionnement 2025 - Citoyenneté, Vie en Société - Enfance, jeunesse, politiques éducatives - Sports, activités physiques - Pilotage action publique - Qualité espaces publics - Aménagement durable solidaire;M THEURIER;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-050;Finances - Attributions subventions fonctionnement 2025 - Citoyenneté, Vie en Société - Enfance, jeunesse, politiques éducatives - Sports, activités physiques - Pilotage action publique - Qualité espaces publics - Aménagement durable solidaire;M THEURIER;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-082;"Aménagement et services urbains, environnement - Politique de la Ville -
Provision Contrat de Ville - Première attribution de subvention 2025";M THEURIER;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-050;Finances - Attributions subventions fonctionnement 2025 - Citoyenneté, Vie en Société - Enfance, jeunesse, politiques éducatives - Sports, activités physiques - Pilotage action publique - Qualité espaces publics - Aménagement durable solidaire;M THEURIER;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-050;Finances - Attributions subventions fonctionnement 2025 - Citoyenneté, Vie en Société - Enfance, jeunesse, politiques éducatives - Sports, activités physiques - Pilotage action publique - Qualité espaces publics - Aménagement durable solidaire;M THEURIER;7287-3728;BOURCIER Frédéric;Conseiller municipal délégué aux Sports, délégué au Quartier La Pommeraie;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-051;Finances - Attributions subventions fonctionnement 2025 - Culture, patrimoine, rayonnement - Solidarités, cohésion sociale;M THEURIER;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-056;Enseignement, formation - Activités éducatives périscolaires - Provision associations ateliers périscolaires - Acompte pour l'année scolaire 2024/2025 - Première attribution de subventions 2025;MME ROUGIER;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-054;Aménagement et services urbains, environnement - ZAC Maurepas Gros Chêne - Centre commercial du Gros Chêne - Convention;M LE BOUGEANT;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Relations avec les entreprises publiques locales;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-077;Interventions sociales et santé - Autres interventions sociales - Provision Rennes au Pluriel - Première attribution de subventions 2025;MME LETOURNEUX;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-082;"Aménagement et services urbains, environnement - Politique de la Ville -
Provision Contrat de Ville - Première attribution de subvention 2025";M THEURIER;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-069;"Culture - Action culturelle - Provision ""Les Rennais prennent l'art"" - Première attribution de subventions 2025";M CAREIL;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2025-03-24;Ville de Rennes;Conseil Municipal;2025-051;Finances - Attributions subventions fonctionnement 2025 - Culture, patrimoine, rayonnement - Solidarités, cohésion sociale;M THEURIER;17223-3728;GANDON Carole;Conseillère municipale;Versement de subventions;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-09-16;Ville de Rennes;Conseil Municipal;2024-233;Enseignement, formation - Activités éducatives périscolaires - Provision associations ateliers périscolaires - Troisième attribution de subventions 2024 - Versement du solde année scolaire 2023/2024;MME ROUGIER;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subventions à des organismes de droit privé ou public;;Motif personnel
2024-09-16;Ville de Rennes;Conseil Municipal;2024-256;Relations internationales - Aides pour projets à caractère international - Quatrième attribution de subventions sur provision 2024;M SEMERIL;17197-3728;CASACUBERTA PALMADA Montserrat;Conseillère municipale déléguée aux politiques linguistiques;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-09-16;Ville de Rennes;Conseil Municipal;2024-245;"Culture - Action culturelle - Provision ""Éducation artistique et culturelle"" - Deuxième attribution de subventions 2024";MME PHALIPPOU;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-09-16;Ville de Rennes;Conseil Municipal;2024-283;Aménagement et services urbains, environnement - ZAC Blosne-Est - Maxi Lot B - Place Jean Normand - Lot E25 Cession à la SPLA TERRITOIRES PUBLICS;M LE BOUGEANT;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-09-16;Ville de Rennes;Conseil Municipal;2024-284;Aménagement et services urbains, environnement - ZAC Blosne Est - centre commercial Torigné - Désaffectation, Déclassement et cession à la SPLA TERRITOIRES PUBLICS;M LE BOUGEANT;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-09-16;Ville de Rennes;Conseil Municipal;2024-285;Aménagement et services urbains, environnement - ZAC Baud-Chardonnet - Cession à Territoires Publics;M GUILLOTIN;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Cession immobilière;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-09-16;Ville de Rennes;Conseil Municipal;2024-245;"Culture - Action culturelle - Provision ""Éducation artistique et culturelle"" - Deuxième attribution de subventions 2024";MME PHALIPPOU;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-09-16;Ville de Rennes;Conseil Municipal;2024-247;"Culture -Action culturelle - Provision ""résidences artistiques"" - Première attribution de subventions 2024";M SEMERIL;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-09-16;Ville de Rennes;Conseil Municipal;2024-263;Aménagement et services urbains, environnement - Provision actions de quartier - Troisième attribution de subventions 2024 - Modification de la délibération antérieure;MME BRIERO;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subventions à des organismes de droit privé ou public;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
2024-09-16;Ville de Rennes;Conseil Municipal;2024-286;Aménagement et services urbains, environnement - ZAC Claude Bernard/Alexandre Duval - Concession d'aménagement - Deuxième avenant;MME FRISQUE;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Concession d'aménagement;;Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
